ip,protocol,slot,group,id,label,kind,access,value,value_name,unit,min,max,step,default,enum_items,max_len,alarm_priority,alarm_tag,alarm_on,alarm_off,slot_status
10.6.239.113,acp1,2,control,0,IO-Ctrl,enum,RW-,0,Manual,,,,,0,Manual|GPI|GPI-A|GPI-B|GPI-C|SDI1-Format|SDI2-Format,,,,,,
10.6.239.113,acp1,2,control,1,IO-Prst_Act,enum,RW-,0,1,,,,,0,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16,,,,,,
10.6.239.113,acp1,2,control,2,IO-Prst_Edit,enum,RW-,0,1,,,,,0,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16,,,,,,
10.6.239.113,acp1,2,control,3,#Inp_SelA,enum,RW-,0,SDI-1,,,,,0,SDI-1|SDI-2|Analog|Zoneplate|Colorbar,,,,,,
10.6.239.113,acp1,2,control,4,#Inp_SelB,enum,RW-,1,SDI-2,,,,,1,SDI-1|SDI-2|Analog|Zoneplate|Colorbar,,,,,,
10.6.239.113,acp1,2,control,5,#CVBS-Frmt,enum,RW-,0,Auto,,,,,0,Auto|PAL-M|PAL-N|NTSC-M|NTSC-4.43|NTSC-J|SECAM|PAL-60|PAL-BGHID,,,,,,
10.6.239.113,acp1,2,control,6,#Out-Frmt,enum,RW-,0,1080i60,,,,,0,1080i60|1080i50|1080p30|1080p25|1080p24|1080p24sf|720p60|720p50|720p24|SD525|SD625|1080p60|1080p50|AutoA|AutoB,,,,,,
10.6.239.113,acp1,2,control,7,#Out-Mode,enum,RW-,0,Straight,,,,,0,Straight|Crossed|A Only|B Only,,,,,,
10.6.239.113,acp1,2,control,8,#Switch-Back,enum,RW-,0,On,,,,,0,On|Off|Once,,,,,,
10.6.239.113,acp1,2,control,9,#F_delay,uint,RW-,0,,F,0,250,1,0,,,,,,,
10.6.239.113,acp1,2,control,10,#V_delay,int,RW-,0,,ln,0,1125,1,0,,,,,,,
10.6.239.113,acp1,2,control,11,#H_delay,int,RW-,0,,px,0,5124,1,0,,,,,,,
10.6.239.113,acp1,2,control,12,#Freeze_A,enum,RW-,0,Off,,,,,0,Off|On,,,,,,
10.6.239.113,acp1,2,control,13,#Freeze_B,enum,RW-,0,Off,,,,,0,Off|On,,,,,,
10.6.239.113,acp1,2,control,14,Delay-Status,enum,RW-,0,Off,,,,,0,Off|On,,,,,,
10.6.239.113,acp1,2,control,15,Lock-Mode,enum,RW-,0,Ref1,,,,,0,Ref1|Ref2|Input|Freerun|RefAuto,,,,,,
10.6.239.113,acp1,2,control,16,Ref-Type,enum,RW-,0,Bi-Level,,,,,0,Bi-Level|Tri-Level,,,,,,
10.6.239.113,acp1,2,control,17,P60-P50_Sync,enum,RW-,0,One Frame,,,,,0,One Frame|Two Frames,,,,,,
10.6.239.113,acp1,2,control,18,ANC_BlankA,enum,RW-,0,Off,,,,,0,Off|H_Only|V_Only|H_And_V,,,,,,
10.6.239.113,acp1,2,control,19,ANC_BlankB,enum,RW-,0,Off,,,,,0,Off|H_Only|V_Only|H_And_V,,,,,,
10.6.239.113,acp1,2,control,20,Freeze_Mode,enum,RW-,0,Field,,,,,0,Field|Frame,,,,,,
10.6.239.113,acp1,2,control,21,PrstEditView,enum,RW-,0,Follow Active,,,,,0,Follow Active|Independent,,,,,,
10.6.239.113,acp1,2,control,22,PatternSpeed,uint,RW-,1,,,0,15,1,1,,,,,,,
10.6.239.113,acp1,2,control,23,Input_Loss_A,enum,RW-,0,Freeze,,,,,0,Freeze|Colorbar|Zoneplate|Black|Grey|Green|Freeze 1 sec|Freeze 5 sec|Backup-B,,,,,,
10.6.239.113,acp1,2,control,24,Input_Loss_B,enum,RW-,0,Freeze,,,,,0,Freeze|Colorbar|Zoneplate|Black|Grey|Green|Freeze 1 sec|Freeze 5 sec|Backup-A,,,,,,
10.6.239.113,acp1,2,control,25,"  INSERTER",string,RW-,,,,,,,,,1,,,,,
10.6.239.113,acp1,2,control,26,Timecode_ins,enum,RW-,1,On,,,,,1,Off|On|Copy 1=>2|Copy 2=>1,,,,,,
10.6.239.113,acp1,2,control,27,VITC_Ln_In,int,RW-,19,,ln,7,22,1,19,,,,,,,
10.6.239.113,acp1,2,control,28,VITC_Ln_Ctrl,enum,RW-,0,Manual,,,,,0,Manual|ATC_DBB,,,,,,
10.6.239.113,acp1,2,control,29,VITC_Ln_625,int,RW-,19,,,7,22,1,19,,,,,,,
10.6.239.113,acp1,2,control,30,VITC_Ln_525,int,RW-,10,,,10,20,1,10,,,,,,,
10.6.239.113,acp1,2,control,31,VITC_Ln_Dup,enum,RW-,0,Off,,,,,0,Off|On,,,,,,
10.6.239.113,acp1,2,control,32,Ins_CtrlA,enum,RW-,0,Manual,,,,,0,Manual|GPI|S2016|SD-AR|GPI-A|GPI-B|GPI-C,,,,,,
10.6.239.113,acp1,2,control,33,Ins_Prst_ActA,enum,RW-,0,1,,,,,0,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16,,,,,,
10.6.239.113,acp1,2,control,34,Ins_Prst_EditA,enum,RW-,0,1,,,,,0,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16,,,,,,
10.6.239.113,acp1,2,control,35,#VI-InsertA,enum,RW-,0,Off,,,,,0,Off|On,,,,,,
10.6.239.113,acp1,2,control,36,#VI-DataA,enum,RW-,0,4:3_0,,,,,0,4:3_0|4:3_1|4:3_2|4:3_3|4:3_4|4:3_5|4:3_6|4:3_7|16:9_0|16:9_1|16:9_2|16:9_3|16:9_4|16:9_5|16:9_6|16:9_7,,,,,,
10.6.239.113,acp1,2,control,37,#WSS-InsertA,enum,RW-,0,Off,,,,,0,Off|Standard|Extended,,,,,,
10.6.239.113,acp1,2,control,38,#WSS-StndA,enum,RW-,0,1_vid,,,,,0,1_vid|2_vid|3_vid|4_vid|5_vid|6_vid|7_vid|8_vid|1_flm|2_flm|3_flm|4_flm|5_flm|6_flm|7_flm|8_flm,,,,,,
10.6.239.113,acp1,2,control,39,#WSS-ExtndA,enum,RW-,0,4:3_0,,,,,0,4:3_0|4:3_1|4:3_2|4:3_3|4:3_4|4:3_5|4:3_6|4:3_7|16:9_0|16:9_1|16:9_2|16:9_3|16:9_4|16:9_5|16:9_6|16:9_7,,,,,,
10.6.239.113,acp1,2,control,40,#S2016-InsertA,enum,RW-,0,Off,,,,,0,Off|On,,,,,,
10.6.239.113,acp1,2,control,41,#S2016-DataA,enum,RW-,0,AFD0,,,,,0,AFD0|AFD1|AFD2|AFD3|AFD4|AFD5|AFD6|AFD7|AFD8|AFD9|AFD10|AFD11|AFD12|AFD13|AFD14|AFD15,,,,,,
10.6.239.113,acp1,2,control,42,#OSD-StyleA,enum,RW-,0,Off,,,,,0,Off|Transp|Masked|Blink-Transp|Blink-Masked,,,,,,
10.6.239.113,acp1,2,control,43,#OSD-TextA,string,RW-,empty string,,,,,,,,10,,,,,
10.6.239.113,acp1,2,control,44,Ins_CtrlB,enum,RW-,0,Manual,,,,,0,Manual|GPI|S2016|SD-AR|GPI-A|GPI-B|GPI-C,,,,,,
10.6.239.113,acp1,2,control,45,Ins_Prst_ActB,enum,RW-,0,1,,,,,0,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16,,,,,,
10.6.239.113,acp1,2,control,46,Ins_Prst_EditB,enum,RW-,0,1,,,,,0,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16,,,,,,
10.6.239.113,acp1,2,control,47,#VI-InsertB,enum,RW-,0,Off,,,,,0,Off|On,,,,,,
10.6.239.113,acp1,2,control,48,#VI-DataB,enum,RW-,0,4:3_0,,,,,0,4:3_0|4:3_1|4:3_2|4:3_3|4:3_4|4:3_5|4:3_6|4:3_7|16:9_0|16:9_1|16:9_2|16:9_3|16:9_4|16:9_5|16:9_6|16:9_7,,,,,,
10.6.239.113,acp1,2,control,49,#WSS-InsertB,enum,RW-,0,Off,,,,,0,Off|Standard|Extended,,,,,,
10.6.239.113,acp1,2,control,50,#WSS-StndB,enum,RW-,0,1_vid,,,,,0,1_vid|2_vid|3_vid|4_vid|5_vid|6_vid|7_vid|8_vid|1_flm|2_flm|3_flm|4_flm|5_flm|6_flm|7_flm|8_flm,,,,,,
10.6.239.113,acp1,2,control,51,#WSS-ExtndB,enum,RW-,0,4:3_0,,,,,0,4:3_0|4:3_1|4:3_2|4:3_3|4:3_4|4:3_5|4:3_6|4:3_7|16:9_0|16:9_1|16:9_2|16:9_3|16:9_4|16:9_5|16:9_6|16:9_7,,,,,,
10.6.239.113,acp1,2,control,52,#S2016-InsertB,enum,RW-,0,Off,,,,,0,Off|On,,,,,,
10.6.239.113,acp1,2,control,53,#S2016-DataB,enum,RW-,0,AFD0,,,,,0,AFD0|AFD1|AFD2|AFD3|AFD4|AFD5|AFD6|AFD7|AFD8|AFD9|AFD10|AFD11|AFD12|AFD13|AFD14|AFD15,,,,,,
10.6.239.113,acp1,2,control,54,#OSD-StyleB,enum,RW-,0,Off,,,,,0,Off|Transp|Masked|Blink-Transp|Blink-Masked,,,,,,
10.6.239.113,acp1,2,control,55,#OSD-TextB,string,RW-,empty string,,,,,,,,10,,,,,
10.6.239.113,acp1,2,control,56,"  VIDEO PROC",string,RW-,,,,,,,,,1,,,,,
10.6.239.113,acp1,2,control,57,Y_Gain,float,RW-,100,,%,0,200,1,100,,,,,,,
10.6.239.113,acp1,2,control,58,C-Gain,float,RW-,100,,%,50,150,1,100,,,,,,,
10.6.239.113,acp1,2,control,59,GainA,float,RW-,100,,%,0,150,1,100,,,,,,,
10.6.239.113,acp1,2,control,60,R-GainA,float,RW-,100,,%,0,150,1,100,,,,,,,
10.6.239.113,acp1,2,control,61,G-GainA,float,RW-,100,,%,0,150,1,100,,,,,,,
10.6.239.113,acp1,2,control,62,B-GainA,float,RW-,100,,%,0,150,1,100,,,,,,,
10.6.239.113,acp1,2,control,63,GainB,float,RW-,100,,%,0,150,1,100,,,,,,,
10.6.239.113,acp1,2,control,64,R-GainB,float,RW-,100,,%,0,150,1,100,,,,,,,
10.6.239.113,acp1,2,control,65,G-GainB,float,RW-,100,,%,0,150,1,100,,,,,,,
10.6.239.113,acp1,2,control,66,B-GainB,float,RW-,100,,%,0,150,1,100,,,,,,,
10.6.239.113,acp1,2,control,67,BlackA,int,RW-,0,,bit,-128,127,1,0,,,,,,,
10.6.239.113,acp1,2,control,68,R-BlackA,int,RW-,0,,bit,-128,127,1,0,,,,,,,
10.6.239.113,acp1,2,control,69,G-BlackA,int,RW-,0,,bit,-128,127,1,0,,,,,,,
10.6.239.113,acp1,2,control,70,B-BlackA,int,RW-,0,,bit,-128,127,1,0,,,,,,,
10.6.239.113,acp1,2,control,71,BlackB,int,RW-,0,,bit,-128,127,1,0,,,,,,,
10.6.239.113,acp1,2,control,72,R-BlackB,int,RW-,0,,bit,-128,127,1,0,,,,,,,
10.6.239.113,acp1,2,control,73,G-BlackB,int,RW-,0,,bit,-128,127,1,0,,,,,,,
10.6.239.113,acp1,2,control,74,B-BlackB,int,RW-,0,,bit,-128,127,1,0,,,,,,,
10.6.239.113,acp1,2,control,75,CVBS-Hue,int,RW-,0,,,-90,90,1,0,,,,,,,
10.6.239.113,acp1,2,control,76,"  AUDIO PROC AMP",string,RW-,,,,,,,,,1,,,,,
10.6.239.113,acp1,2,control,77,Audio-Phase,enum,RW-,0,Off,,,,,0,Off|Align,,,,,,
10.6.239.113,acp1,2,control,78,Audio_Ctrl,enum,RW-,0,Manual,,,,,0,Manual|GPI|GPI-A|GPI-B|GPI-C,,,,,,
10.6.239.113,acp1,2,control,79,Audio_Prst_Act,enum,RW-,0,1,,,,,0,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16,,,,,,
10.6.239.113,acp1,2,control,80,Audio_Prst_Edit,enum,RW-,0,1,,,,,0,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16,,,,,,
10.6.239.113,acp1,2,control,81,#Audio_Delay,int,RW-,0,,ms,-10000,10000,1,0,,,,,,,
10.6.239.113,acp1,2,control,82,"  EMBEDDER",string,RW-,,,,,,,,,1,,,,,
10.6.239.113,acp1,2,control,83,#Emb-AB-Mode,enum,RW-,0,Overwrite,,,,,0,Overwrite|Append,,,,,,
10.6.239.113,acp1,2,control,84,#EmbA_Grp,enum,RW-,0,Group1,,,,,0,Group1|Group2|Group3|Group4|Off,,,,,,
10.6.239.113,acp1,2,control,85,#EmbA1_Inp,enum,RW-,0,Off,,,,,0,Off|Demb-SDI1|Demb-SDI2|Demb-Input|ADD-ON,,,,,,
10.6.239.113,acp1,2,control,86,#EmbA1_Inp_Ch,enum,RW-,0,Ch_1,,,,,0,Ch_1|Ch_2|Ch_3|Ch_4|Ch_5|Ch_6|Ch_7|Ch_8|Ch_9|Ch_10|Ch_11|Ch_12|Ch_13|Ch_14|Ch_15|Ch_16,,,,,,
10.6.239.113,acp1,2,control,87,#EmbA2_Inp,enum,RW-,0,Off,,,,,0,Off|Demb-SDI1|Demb-SDI2|Demb-Input|ADD-ON,,,,,,
10.6.239.113,acp1,2,control,88,#EmbA2_Inp_Ch,enum,RW-,1,Ch_2,,,,,1,Ch_1|Ch_2|Ch_3|Ch_4|Ch_5|Ch_6|Ch_7|Ch_8|Ch_9|Ch_10|Ch_11|Ch_12|Ch_13|Ch_14|Ch_15|Ch_16,,,,,,
10.6.239.113,acp1,2,control,89,#EmbA3_Inp,enum,RW-,0,Off,,,,,0,Off|Demb-SDI1|Demb-SDI2|Demb-Input|ADD-ON,,,,,,
10.6.239.113,acp1,2,control,90,#EmbA3_Inp_Ch,enum,RW-,2,Ch_3,,,,,2,Ch_1|Ch_2|Ch_3|Ch_4|Ch_5|Ch_6|Ch_7|Ch_8|Ch_9|Ch_10|Ch_11|Ch_12|Ch_13|Ch_14|Ch_15|Ch_16,,,,,,
10.6.239.113,acp1,2,control,91,#EmbA4_Inp,enum,RW-,0,Off,,,,,0,Off|Demb-SDI1|Demb-SDI2|Demb-Input|ADD-ON,,,,,,
10.6.239.113,acp1,2,control,92,#EmbA4_Inp_Ch,enum,RW-,3,Ch_4,,,,,3,Ch_1|Ch_2|Ch_3|Ch_4|Ch_5|Ch_6|Ch_7|Ch_8|Ch_9|Ch_10|Ch_11|Ch_12|Ch_13|Ch_14|Ch_15|Ch_16,,,,,,
10.6.239.113,acp1,2,control,93,#EmbB_Grp,enum,RW-,1,Group2,,,,,1,Group1|Group2|Group3|Group4|Off,,,,,,
10.6.239.113,acp1,2,control,94,#EmbB1_Inp,enum,RW-,0,Off,,,,,0,Off|Demb-SDI1|Demb-SDI2|Demb-Input|ADD-ON,,,,,,
10.6.239.113,acp1,2,control,95,#EmbB1_Inp_Ch,enum,RW-,4,Ch_5,,,,,4,Ch_1|Ch_2|Ch_3|Ch_4|Ch_5|Ch_6|Ch_7|Ch_8|Ch_9|Ch_10|Ch_11|Ch_12|Ch_13|Ch_14|Ch_15|Ch_16,,,,,,
10.6.239.113,acp1,2,control,96,#EmbB2_Inp,enum,RW-,0,Off,,,,,0,Off|Demb-SDI1|Demb-SDI2|Demb-Input|ADD-ON,,,,,,
10.6.239.113,acp1,2,control,97,#EmbB2_Inp_Ch,enum,RW-,5,Ch_6,,,,,5,Ch_1|Ch_2|Ch_3|Ch_4|Ch_5|Ch_6|Ch_7|Ch_8|Ch_9|Ch_10|Ch_11|Ch_12|Ch_13|Ch_14|Ch_15|Ch_16,,,,,,
10.6.239.113,acp1,2,control,98,#EmbB3_Inp,enum,RW-,0,Off,,,,,0,Off|Demb-SDI1|Demb-SDI2|Demb-Input|ADD-ON,,,,,,
10.6.239.113,acp1,2,control,99,#EmbB3_Inp_Ch,enum,RW-,6,Ch_7,,,,,6,Ch_1|Ch_2|Ch_3|Ch_4|Ch_5|Ch_6|Ch_7|Ch_8|Ch_9|Ch_10|Ch_11|Ch_12|Ch_13|Ch_14|Ch_15|Ch_16,,,,,,
10.6.239.113,acp1,2,control,100,#EmbB4_Inp,enum,RW-,0,Off,,,,,0,Off|Demb-SDI1|Demb-SDI2|Demb-Input|ADD-ON,,,,,,
10.6.239.113,acp1,2,control,101,#EmbB4_Inp_Ch,enum,RW-,7,Ch_8,,,,,7,Ch_1|Ch_2|Ch_3|Ch_4|Ch_5|Ch_6|Ch_7|Ch_8|Ch_9|Ch_10|Ch_11|Ch_12|Ch_13|Ch_14|Ch_15|Ch_16,,,,,,
10.6.239.113,acp1,2,control,102,#Emb-CD-Mode,enum,RW-,0,Overwrite,,,,,0,Overwrite|Append,,,,,,
10.6.239.113,acp1,2,control,103,#EmbC_Grp,enum,RW-,2,Group3,,,,,2,Group1|Group2|Group3|Group4|Off,,,,,,
10.6.239.113,acp1,2,control,104,#EmbC1_Inp,enum,RW-,0,Off,,,,,0,Off|Demb-SDI1|Demb-SDI2|Demb-Input|ADD-ON,,,,,,
10.6.239.113,acp1,2,control,105,#EmbC1_Inp_Ch,enum,RW-,8,Ch_9,,,,,8,Ch_1|Ch_2|Ch_3|Ch_4|Ch_5|Ch_6|Ch_7|Ch_8|Ch_9|Ch_10|Ch_11|Ch_12|Ch_13|Ch_14|Ch_15|Ch_16,,,,,,
10.6.239.113,acp1,2,control,106,#EmbC2_Inp,enum,RW-,0,Off,,,,,0,Off|Demb-SDI1|Demb-SDI2|Demb-Input|ADD-ON,,,,,,
10.6.239.113,acp1,2,control,107,#EmbC2_Inp_Ch,enum,RW-,9,Ch_10,,,,,9,Ch_1|Ch_2|Ch_3|Ch_4|Ch_5|Ch_6|Ch_7|Ch_8|Ch_9|Ch_10|Ch_11|Ch_12|Ch_13|Ch_14|Ch_15|Ch_16,,,,,,
10.6.239.113,acp1,2,control,108,#EmbC3_Inp,enum,RW-,0,Off,,,,,0,Off|Demb-SDI1|Demb-SDI2|Demb-Input|ADD-ON,,,,,,
10.6.239.113,acp1,2,control,109,#EmbC3_Inp_Ch,enum,RW-,10,Ch_11,,,,,10,Ch_1|Ch_2|Ch_3|Ch_4|Ch_5|Ch_6|Ch_7|Ch_8|Ch_9|Ch_10|Ch_11|Ch_12|Ch_13|Ch_14|Ch_15|Ch_16,,,,,,
10.6.239.113,acp1,2,control,110,#EmbC4_Inp,enum,RW-,0,Off,,,,,0,Off|Demb-SDI1|Demb-SDI2|Demb-Input|ADD-ON,,,,,,
10.6.239.113,acp1,2,control,111,#EmbC4_Inp_Ch,enum,RW-,11,Ch_12,,,,,11,Ch_1|Ch_2|Ch_3|Ch_4|Ch_5|Ch_6|Ch_7|Ch_8|Ch_9|Ch_10|Ch_11|Ch_12|Ch_13|Ch_14|Ch_15|Ch_16,,,,,,
10.6.239.113,acp1,2,control,112,#EmbD_Grp,enum,RW-,3,Group4,,,,,3,Group1|Group2|Group3|Group4|Off,,,,,,
10.6.239.113,acp1,2,control,113,#EmbD1_Inp,enum,RW-,0,Off,,,,,0,Off|Demb-SDI1|Demb-SDI2|Demb-Input|ADD-ON,,,,,,
10.6.239.113,acp1,2,control,114,#EmbD1_Inp_Ch,enum,RW-,12,Ch_13,,,,,12,Ch_1|Ch_2|Ch_3|Ch_4|Ch_5|Ch_6|Ch_7|Ch_8|Ch_9|Ch_10|Ch_11|Ch_12|Ch_13|Ch_14|Ch_15|Ch_16,,,,,,
10.6.239.113,acp1,2,control,115,#EmbD2_Inp,enum,RW-,0,Off,,,,,0,Off|Demb-SDI1|Demb-SDI2|Demb-Input|ADD-ON,,,,,,
10.6.239.113,acp1,2,control,116,#EmbD2_Inp_Ch,enum,RW-,13,Ch_14,,,,,13,Ch_1|Ch_2|Ch_3|Ch_4|Ch_5|Ch_6|Ch_7|Ch_8|Ch_9|Ch_10|Ch_11|Ch_12|Ch_13|Ch_14|Ch_15|Ch_16,,,,,,
10.6.239.113,acp1,2,control,117,#EmbD3_Inp,enum,RW-,0,Off,,,,,0,Off|Demb-SDI1|Demb-SDI2|Demb-Input|ADD-ON,,,,,,
10.6.239.113,acp1,2,control,118,#EmbD3_Inp_Ch,enum,RW-,14,Ch_15,,,,,14,Ch_1|Ch_2|Ch_3|Ch_4|Ch_5|Ch_6|Ch_7|Ch_8|Ch_9|Ch_10|Ch_11|Ch_12|Ch_13|Ch_14|Ch_15|Ch_16,,,,,,
10.6.239.113,acp1,2,control,119,#EmbD4_Inp,enum,RW-,0,Off,,,,,0,Off|Demb-SDI1|Demb-SDI2|Demb-Input|ADD-ON,,,,,,
10.6.239.113,acp1,2,control,120,#EmbD4_Inp_Ch,enum,RW-,15,Ch_16,,,,,15,Ch_1|Ch_2|Ch_3|Ch_4|Ch_5|Ch_6|Ch_7|Ch_8|Ch_9|Ch_10|Ch_11|Ch_12|Ch_13|Ch_14|Ch_15|Ch_16,,,,,,
10.6.239.113,acp1,2,control,121,#EmbA1_Gain,float,RW-,0,,dB,-999,12,1,0,,,,,,,
10.6.239.113,acp1,2,control,122,#EmbA1_Phase,enum,RW-,0,0 deg,,,,,0,0 deg|180 deg,,,,,,
10.6.239.113,acp1,2,control,123,#EmbA2_Gain,float,RW-,0,,dB,-999,12,1,0,,,,,,,
10.6.239.113,acp1,2,control,124,#EmbA2_Phase,enum,RW-,0,0 deg,,,,,0,0 deg|180 deg,,,,,,
10.6.239.113,acp1,2,control,125,#EmbA3_Gain,float,RW-,0,,dB,-999,12,1,0,,,,,,,
10.6.239.113,acp1,2,control,126,#EmbA3_Phase,enum,RW-,0,0 deg,,,,,0,0 deg|180 deg,,,,,,
10.6.239.113,acp1,2,control,127,#EmbA4_Gain,float,RW-,0,,dB,-999,12,1,0,,,,,,,
10.6.239.113,acp1,2,control,128,#EmbA4_Phase,enum,RW-,0,0 deg,,,,,0,0 deg|180 deg,,,,,,
10.6.239.113,acp1,2,control,129,#EmbB1_Gain,float,RW-,0,,dB,-999,12,1,0,,,,,,,
10.6.239.113,acp1,2,control,130,#EmbB1_Phase,enum,RW-,0,0 deg,,,,,0,0 deg|180 deg,,,,,,
10.6.239.113,acp1,2,control,131,#EmbB2_Gain,float,RW-,0,,dB,-999,12,1,0,,,,,,,
10.6.239.113,acp1,2,control,132,#EmbB2_Phase,enum,RW-,0,0 deg,,,,,0,0 deg|180 deg,,,,,,
10.6.239.113,acp1,2,control,133,#EmbB3_Gain,float,RW-,0,,dB,-999,12,1,0,,,,,,,
10.6.239.113,acp1,2,control,134,#EmbB3_Phase,enum,RW-,0,0 deg,,,,,0,0 deg|180 deg,,,,,,
10.6.239.113,acp1,2,control,135,#EmbB4_Gain,float,RW-,0,,dB,-999,12,1,0,,,,,,,
10.6.239.113,acp1,2,control,136,#EmbB4_Phase,enum,RW-,0,0 deg,,,,,0,0 deg|180 deg,,,,,,
10.6.239.113,acp1,2,control,137,#EmbC1_Gain,float,RW-,0,,dB,-999,12,1,0,,,,,,,
10.6.239.113,acp1,2,control,138,#EmbC1_Phase,enum,RW-,0,0 deg,,,,,0,0 deg|180 deg,,,,,,
10.6.239.113,acp1,2,control,139,#EmbC2_Gain,float,RW-,0,,dB,-999,12,1,0,,,,,,,
10.6.239.113,acp1,2,control,140,#EmbC2_Phase,enum,RW-,0,0 deg,,,,,0,0 deg|180 deg,,,,,,
10.6.239.113,acp1,2,control,141,#EmbC3_Gain,float,RW-,0,,dB,-999,12,1,0,,,,,,,
10.6.239.113,acp1,2,control,142,#EmbC3_Phase,enum,RW-,0,0 deg,,,,,0,0 deg|180 deg,,,,,,
10.6.239.113,acp1,2,control,143,#EmbC4_Gain,float,RW-,0,,dB,-999,12,1,0,,,,,,,
10.6.239.113,acp1,2,control,144,#EmbC4_Phase,enum,RW-,0,0 deg,,,,,0,0 deg|180 deg,,,,,,
10.6.239.113,acp1,2,control,145,#EmbD1_Gain,float,RW-,0,,dB,-999,12,1,0,,,,,,,
10.6.239.113,acp1,2,control,146,#EmbD1_Phase,enum,RW-,0,0 deg,,,,,0,0 deg|180 deg,,,,,,
10.6.239.113,acp1,2,control,147,#EmbD2_Gain,float,RW-,0,,dB,-999,12,1,0,,,,,,,
10.6.239.113,acp1,2,control,148,#EmbD2_Phase,enum,RW-,0,0 deg,,,,,0,0 deg|180 deg,,,,,,
10.6.239.113,acp1,2,control,149,#EmbD3_Gain,float,RW-,0,,dB,-999,12,1,0,,,,,,,
10.6.239.113,acp1,2,control,150,#EmbD3_Phase,enum,RW-,0,0 deg,,,,,0,0 deg|180 deg,,,,,,
10.6.239.113,acp1,2,control,151,#EmbD4_Gain,float,RW-,0,,dB,-999,12,1,0,,,,,,,
10.6.239.113,acp1,2,control,152,#EmbD4_Phase,enum,RW-,0,0 deg,,,,,0,0 deg|180 deg,,,,,,
10.6.239.113,acp1,2,control,153,"  GPI MODE",string,RW-,,,,,,,,,1,,,,,
10.6.239.113,acp1,2,control,154,GPI-Ctrl,enum,RW-,0,Latch,,,,,0,Latch|nonLatch,,,,,,
10.6.239.113,acp1,2,control,155,GPI_1,enum,RW-,5,Take B,,,,,5,Off|GPI A|GPI B|GPI C|Take A|Take B|Take C|GPI Prio A|GPI Prio B|GPI Prio C,,,,,,
10.6.239.113,acp1,2,control,156,GPI_2,enum,RW-,5,Take B,,,,,5,Off|GPI A|GPI B|GPI C|Take A|Take B|Take C|GPI Prio A|GPI Prio B|GPI Prio C,,,,,,
10.6.239.113,acp1,2,control,157,GPI_3,enum,RW-,5,Take B,,,,,5,Off|GPI A|GPI B|GPI C|Take A|Take B|Take C|GPI Prio A|GPI Prio B|GPI Prio C,,,,,,
